Class,Threshold
mildVsAll,2.0
mildVsAll,1.0
mildVsAll,0.8963219440965821
mildVsAll,0.8953597858768446
mildVsAll,0.8894681979654331
mildVsAll,0.8892253590660851
mildVsAll,0.8548599837057025
mildVsAll,0.8525450082774788
mildVsAll,0.8249070653657977
mildVsAll,0.8239963861664531
mildVsAll,0.800457307002819
mildVsAll,0.7987607751595719
mildVsAll,0.7876590264764326
mildVsAll,0.7774655538203191
mildVsAll,0.7765222071218414
mildVsAll,0.7759055850956997
mildVsAll,0.765111205307316
mildVsAll,0.7648351406466672
mildVsAll,0.7591936146422206
mildVsAll,0.7544617342446458
mildVsAll,0.7399718315439302
mildVsAll,0.737167141310521
mildVsAll,0.7163777970524151
mildVsAll,0.7076224617666587
mildVsAll,0.6690685125058319
mildVsAll,0.6651297901719299
mildVsAll,0.6596203893610062
mildVsAll,0.6573144253504352
mildVsAll,0.626816029626449
mildVsAll,0.6239242795092372
mildVsAll,0.6013214579922451
mildVsAll,0.60017004063874
mildVsAll,0.5887387914441364
mildVsAll,0.586307349257988
mildVsAll,0.5845915081262326
mildVsAll,0.5623060730610049
mildVsAll,0.5426072759128863
mildVsAll,0.5300594807233474
mildVsAll,0.5007467753450583
mildVsAll,0.4744985345192514
mildVsAll,0.461391962324269
mildVsAll,0.43204389503134616
mildVsAll,0.4318415326325193
mildVsAll,0.4208184714057201
mildVsAll,0.4078385432649556
mildVsAll,0.395402267934451
mildVsAll,0.3937039860478045
mildVsAll,0.38879167051418634
mildVsAll,0.3879422834428478
mildVsAll,0.36798876324331076
mildVsAll,0.3610991489252181
mildVsAll,0.32819233325784614
mildVsAll,0.31705519374956526
mildVsAll,0.2823366292990291
mildVsAll,0.28194751030443577
mildVsAll,0.16237798199502262
mildVsAll,0.16186129219009135
mildVsAll,0.023654040740727664
mildVsAll,0.0
modVsAll,1.586626223994317
modVsAll,0.586626223994317
modVsAll,0.5680363108760546
modVsAll,0.5636498911561221
modVsAll,0.5532979221719623
modVsAll,0.5382570351224528
modVsAll,0.5336011720803255
modVsAll,0.5255014654807486
modVsAll,0.5235128345740355
modVsAll,0.5104205250463567
modVsAll,0.5094446350169596
modVsAll,0.5063489175443882
modVsAll,0.49925322465494176
modVsAll,0.49262927586369265
modVsAll,0.4893129067174329
modVsAll,0.4837103541164588
modVsAll,0.4750676687364007
modVsAll,0.4653817400425529
modVsAll,0.4617655571518294
modVsAll,0.45753853727692684
modVsAll,0.44858186032375635
modVsAll,0.44647018260926136
modVsAll,0.4425246630922037
modVsAll,0.42935421242926586
modVsAll,0.4282304192564047
modVsAll,0.4262680161099794
modVsAll,0.424777768702937
modVsAll,0.4243780075252666
modVsAll,0.42226869672334505
modVsAll,0.4041043268015743
modVsAll,0.4031849928697546
modVsAll,0.3986150862262452
modVsAll,0.3984788149829384
modVsAll,0.3982432806344093
modVsAll,0.38483884671003993
modVsAll,0.3760757204907628
modVsAll,0.3627764209588515
modVsAll,0.36123480738682523
modVsAll,0.3591941731403333
modVsAll,0.35722407065092004
modVsAll,0.3539350297193309
modVsAll,0.3535325774665693
modVsAll,0.35328876519635793
modVsAll,0.35171820383240626
modVsAll,0.3514522468468405
modVsAll,0.34775767281412345
modVsAll,0.32216762128607995
modVsAll,0.32192202249651375
modVsAll,0.3006190934449998
modVsAll,0.29877079856482863
modVsAll,0.286573759487772
modVsAll,0.284857040581556
modVsAll,0.2788592395434448
modVsAll,0.27299726620635506
modVsAll,0.26308677290546256
modVsAll,0.2626773596044258
modVsAll,0.24662369512126567
modVsAll,0.24553826575535417
modVsAll,0.2379142404737254
modVsAll,0.2351648593533328
modVsAll,0.22906629383273902
modVsAll,0.22606558164518484
modVsAll,0.22476077219644663
modVsAll,0.2240944149043003
modVsAll,0.2161843885604311
modVsAll,0.21616296379799135
modVsAll,0.2015421773929885
modVsAll,0.20123922484042817
modVsAll,0.18973301427742983
modVsAll,0.18756474136409282
modVsAll,0.1780568605198009
modVsAll,0.1760036138335469
modVsAll,0.11841109991884527
modVsAll,0.11734482858342604
modVsAll,0.10922357487352374
modVsAll,0.10464021412315545
modVsAll,0.056536458128611536
modVsAll,0.055129146017230464
modVsAll,0.023864978895128553
modVsAll,0.0
sevVsAll,1.9170098947556462
sevVsAll,0.9170098947556463
sevVsAll,0.8853901828775539
sevVsAll,0.8818127794538679
sevVsAll,0.8139746943573207
sevVsAll,0.8120632213400724
sevVsAll,0.5435566893381684
sevVsAll,0.5392844714042879
sevVsAll,0.5067828723609629
sevVsAll,0.49984783389105264
sevVsAll,0.4818483548065755
sevVsAll,0.47737092156002686
sevVsAll,0.4073779497443718
sevVsAll,0.3679465196259084
sevVsAll,0.34797415691314754
sevVsAll,0.33590648606128853
sevVsAll,0.32917521195626026
sevVsAll,0.30715536927992904
sevVsAll,0.30525618508839986
sevVsAll,0.30008076159575053
sevVsAll,0.29939779759575363
sevVsAll,0.25038845650021735
sevVsAll,0.23569846299317476
sevVsAll,0.23177315657788478
sevVsAll,0.22355149451406792
sevVsAll,0.19656268852855238
sevVsAll,0.18852243227250817
sevVsAll,0.17806559469579072
sevVsAll,0.17358359799252432
sevVsAll,0.1443876257387053
sevVsAll,0.14232670398999475
sevVsAll,0.09086645094441914
sevVsAll,0.09011991753908799
sevVsAll,0.05802866997210554
sevVsAll,0.05718310523344458
sevVsAll,0.054516965880476914
sevVsAll,0.05447912521778714
sevVsAll,0.04525025883636108
sevVsAll,0.04427751920171977
sevVsAll,0.029186332629105544
sevVsAll,0.028767736940053152
sevVsAll,0.02664630678385446
sevVsAll,0.026573442753741346
sevVsAll,0.023187079556309435
sevVsAll,0.0
